phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-3733404,in-call,1929,31.4308650631,34.3949617344
050-6813220,out-call,66,31.4553550454,34.4341225876
050-4503135,in-call,69,31.4884057998,34.4489590537
050-7017691,out-call,88,31.3973015005,34.3655081734
050-7591146,in-call,99,31.3959084973,34.3636318712
050-9445997,in-call,3205,31.3941742943,34.3665057937
050-7167517,in-call,47,31.4365916023,34.406435119
050-5675003,in-call,86,31.3833024421,34.34533802
050-5898799,out-call,309,31.4742461865,34.4587378238
050-3679760,out-call,3367,31.4466995742,34.4017305917
050-2344976,out-call,2815,31.4096039892,34.3608977355
050-7919314,out-call,3005,31.3965950393,34.3531658654
