phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-3600925,out-call,95,31.4590058886,34.4106218599
050-4862889,out-call,55,31.4665322472,34.4245103487
050-7025380,out-call,78,31.457420609,34.4181190701
050-8037741,out-call,1454,31.4341137336,34.4131235355
050-3814721,out-call,120,31.4821755087,34.4453231272
050-4486998,in-call,92,31.411766339,34.3673622781
050-1861573,out-call,518,31.465567946,34.4281347557
050-3022861,out-call,80,31.4726725146,34.4266450864
050-8638415,in-call,968,31.4515875462,34.41670139
050-3390654,out-call,95,31.4412616292,34.3864220477
050-2504820,in-call,1953,31.4748263331,34.4290183606
050-3747783,in-call,51,31.4649490171,34.4184875181
