phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-1782484,in-call,430,31.4962824341,34.453808459
050-3030116,out-call,76,31.4108053038,34.3596333515
050-4595960,in-call,76,31.4308607957,34.3760641924
050-3760574,out-call,2191,31.4256903161,34.3826449957
050-6325052,in-call,53,31.4495077221,34.414873019
050-9464716,in-call,2326,31.4264406159,34.3821411777
050-5430317,in-call,32,31.4648368545,34.4340868015
050-9292096,out-call,99,31.466442087,34.4249774767
050-2271339,in-call,98,31.4750434428,34.4328986639
050-1907223,out-call,22,31.4606807978,34.4266625123
050-1914466,out-call,91,31.4656641249,34.4253946399
050-5523131,in-call,27,31.3973015005,34.3655081734
