phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-2390514,out-call,3540,31.4911417075,34.4475043948
050-7308136,in-call,75,31.4511656929,34.4146486761
050-7415812,in-call,93,31.4598785609,34.4232200711
050-6124820,in-call,2097,31.4137680133,34.3675005404
050-7036788,in-call,2886,31.4714043707,34.4459420352
050-6045215,in-call,2394,31.4518329252,34.4210483043
050-6710153,out-call,2359,31.4079650774,34.3866569173
050-7701352,in-call,88,31.4424835496,34.4155205286
050-5044494,in-call,323,31.420419099,34.3680052208
050-6173530,in-call,101,31.4635448466,34.4309029856
050-2209804,out-call,1768,31.4165384525,34.3716291299
050-9321750,in-call,77,31.4654571407,34.4284463571
