phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-9389660,out-call,2505,31.4110004381,34.3753764133
050-9915392,out-call,1403,31.4471614016,34.3888992456
050-6110206,out-call,76,31.4187195646,34.370896626
050-8002826,in-call,118,31.4543574327,34.4147205594
050-3926916,in-call,2957,31.4720674366,34.4455291764
050-8396302,out-call,402,31.4695569633,34.4383782151
050-8807652,out-call,2688,31.4158606961,34.3652032489
050-5520854,out-call,2337,31.3920961256,34.3435620885
050-8517678,out-call,44,31.4482136901,34.3864572468
050-3454605,in-call,1056,31.4642439894,34.4438144158
050-7630057,in-call,1393,31.4344409569,34.4137502651
