phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-4221374,in-call,1899,31.4735481489,34.4191694921
050-3173491,out-call,39,31.4674850074,34.4375558993
050-6220872,in-call,47,31.4157619174,34.3693282246
050-8118365,in-call,10,31.4526504702,34.4194847031
050-6242777,in-call,2426,31.4145706943,34.3948515407
050-4470578,out-call,78,31.4362510057,34.3831710374
050-4083434,out-call,178,31.4528006834,34.4153673588
050-5044224,in-call,96,31.4098649553,34.3770623682
050-6439653,out-call,2600,31.4104612727,34.3809657777
050-7327756,out-call,3092,31.444584685,34.3909052999
