phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-6865568,in-call,159,31.4584848962,34.4152607039
050-7788641,in-call,3452,31.4704620373,34.4391290383
050-4910331,out-call,3265,31.4664662402,34.4317588847
050-9848324,out-call,29,31.4587495245,34.4282512095
050-3394792,out-call,3580,31.4030816447,34.3807431312
050-3645339,in-call,25,31.4499112278,34.4200242813
050-6685036,in-call,2876,31.4683774744,34.4396244413
050-7435292,out-call,10,31.417615512,34.3728814151
050-6034451,out-call,113,31.4723488014,34.4368062169
050-9480030,out-call,39,31.4296478311,34.3612047403
050-4247927,out-call,97,31.4830061137,34.4419757549
050-3774611,out-call,16,31.457441879,34.412021771
050-7982178,out-call,2715,31.4532471366,34.4258433155
050-3199637,in-call,20,31.4713078159,34.4238424504
