phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-5035282,in-call,98,31.395789417,34.3636620002
050-2316429,out-call,1104,31.4345450622,34.4020015022
050-6608763,out-call,2501,31.4450372457,34.3750933322
050-1814990,in-call,2051,31.4407434859,34.4107400656
050-5213158,in-call,430,31.4486003143,34.4240483423
050-4752792,in-call,2534,31.3973973341,34.362849502
050-6433033,in-call,568,31.4291980485,34.3768910712
050-9871114,out-call,48,31.3965950393,34.3531658654
050-2202549,in-call,15,31.4099783451,34.3706460865
050-4679893,in-call,109,31.4475585857,34.4191477948
050-9262195,in-call,2870,31.4608437939,34.4140721633
