phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-8570951,in-call,2457,31.4416875376,34.3912639609
050-1433455,in-call,85,31.4854372292,34.4506060502
050-3456903,out-call,26,31.417615512,34.3728814151
050-1286128,out-call,16,31.4166515881,34.3990724059
050-3551758,out-call,2034,31.4937018125,34.4566036889
050-4058611,out-call,3052,31.4534451569,34.4113562569
050-4311991,in-call,101,31.4603776297,34.4202854527
050-5641123,out-call,101,31.4769777488,34.4288903922
050-1359918,in-call,89,31.4770036529,34.4275711595
050-3646355,in-call,35,31.4595491566,34.4312161001
050-6043963,in-call,30,31.409148782,34.3727662031
050-8552381,in-call,120,31.370200411,34.32458523
