phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-3032508,out-call,1268,31.432945222,34.3855731757
050-2031477,out-call,1641,31.4560544416,34.4347876112
050-3071201,out-call,687,31.4342518536,34.4064329891
050-7407784,out-call,100,31.4002294108,34.3723867023
050-9861954,in-call,961,31.4256034306,34.3973758215
050-4633840,in-call,2311,31.4177956393,34.3723642361
050-1159002,in-call,3293,31.4385986811,34.4160299483
050-6508303,out-call,48,31.4428593257,34.4124923035
050-1479445,out-call,2351,31.4314742261,34.3762610718
050-9323163,in-call,1405,31.4881261553,34.4278192517
050-7902701,in-call,1689,31.43320869,34.3980851299
050-9225504,in-call,100,31.4541613266,34.4097906396
050-2885111,out-call,33,31.4344707872,34.3989716989
050-3330009,in-call,74,31.4565746793,34.4162119077
