phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-1521849,out-call,2625,31.4687893882,34.4029168083
050-1641725,out-call,69,31.477900145,34.4379201979
050-6068342,in-call,106,31.4731392806,34.4375305154
050-3047843,out-call,3486,31.4714776163,34.4419515056
050-8321570,out-call,2229,31.4439122745,34.3918908233
050-8850813,in-call,2804,31.4368986528,34.3883951596
050-6053455,in-call,3563,31.4060715961,34.3740755439
050-1659615,in-call,282,31.4036212139,34.3898814694
050-9875257,in-call,3171,31.4598032711,34.4158283978
050-5025836,out-call,96,31.4080836701,34.3695119274
050-5610391,in-call,2744,31.4590984559,34.4131347071
050-3059687,out-call,1345,31.4560494575,34.3964324711
