phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-6476231,in-call,2458,31.4513716227,34.414251166
050-4754559,out-call,100,31.4740223126,34.44216505
050-4192742,in-call,2412,31.4350490124,34.4035664414
050-1115465,in-call,52,31.4580168737,34.4204257003
050-3130008,in-call,2703,31.4545040705,34.4231499824
050-8186301,out-call,1607,31.4665325384,34.4287534473
050-6962491,out-call,118,31.4342899018,34.4059760014
050-5578502,in-call,85,31.4488706999,34.4141870567
050-8926942,out-call,3447,31.4606168039,34.4193484278
050-9482179,in-call,106,31.3949400737,34.3651273947
050-3382382,out-call,1621,31.3797933199,34.3200448328
