phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-1669256,in-call,77,31.4574567805,34.4052852874
050-6600510,out-call,3595,31.4465110162,34.4100221695
050-7870003,out-call,12,31.4656664055,34.4344228255
050-9549405,in-call,92,31.4767386256,34.4442323259
050-9761019,in-call,29,31.4534622091,34.4172794175
050-4750478,in-call,2336,31.4063313345,34.3667687148
050-1873154,in-call,58,31.3952005458,34.3526302561
050-3018620,out-call,2183,31.41205523,34.3678748972
050-5467034,in-call,13,31.4578945552,34.4212961438
050-9502693,in-call,30,31.4585832349,34.4191163817
050-4486827,out-call,595,31.4371688746,34.3885671099
050-3065460,out-call,78,31.4632696173,34.4280865156
050-3279198,out-call,91,31.4714290953,34.4263281871
050-4333827,out-call,82,31.4576590182,34.4136145182
050-5917900,in-call,17,31.4169625325,34.3699666484
