phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-2384493,out-call,2854,31.4534819976,34.4085029225
050-3329769,in-call,103,31.3987592148,34.373815349
050-1207793,out-call,76,31.4635448466,34.4309029856
050-3597861,in-call,3357,31.4475019466,34.4173854243
050-8275065,in-call,2836,31.4145706943,34.3948515407
050-6689769,in-call,221,31.4587508674,34.4267716659
050-6787219,out-call,106,31.4454266461,34.4137820607
050-5702494,in-call,40,31.4477284919,34.4105705491
050-2402732,out-call,17,31.4598032711,34.4158283978
050-4536915,in-call,11,31.4576974157,34.4015079516
050-9742479,in-call,3007,31.4612195818,34.4153030789
