phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-5945092,out-call,112,31.4433985212,34.4150353373
050-3892814,in-call,2578,31.411885676,34.361158034
050-9354011,out-call,617,31.4036212139,34.3898814694
050-4539071,out-call,74,31.4527512276,34.4123798941
050-7721885,out-call,3161,31.4592957266,34.4201480978
050-2664849,out-call,2540,31.4830947876,34.4586844582
050-7827560,in-call,899,31.4656423795,34.4388863108
050-5523947,out-call,30,31.3945345942,34.3642688934
050-9158998,out-call,82,31.424399346,34.3837379609
050-4106664,out-call,54,31.4676830717,34.4319482098
050-7365348,out-call,2567,31.4260979164,34.3946041103
050-8932261,in-call,51,31.4090923578,34.3826789066
050-2085699,out-call,2947,31.417615512,34.3728814151
050-6173028,out-call,2585,31.4529285185,34.4150989843
050-8604925,in-call,67,31.4333826238,34.4007120555
