phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-1128078,out-call,78,31.4119698905,34.3655954063
050-8639912,in-call,140,31.4676816904,34.4356739622
050-4298130,in-call,73,31.476676415,34.4276678596
050-2504189,in-call,113,31.4761417939,34.4366461176
050-5224959,out-call,33,31.391235089,34.3516224098
050-9968002,in-call,2442,31.4640866103,34.4215896573
050-8176865,out-call,10,31.4579629122,34.4027048723
050-2732707,out-call,59,31.4610226154,34.3919316403
050-4280403,out-call,2062,31.4462694041,34.4153273898
050-6982635,out-call,2581,31.4505080017,34.4107241454
050-3866370,out-call,68,31.4589300877,34.413355973
050-3433317,out-call,115,31.4755703674,34.4251294806
050-4969511,out-call,30,31.4600675523,34.4342996742
050-5476763,in-call,686,31.4675920897,34.442333078
050-2365050,out-call,88,31.4549546704,34.3952025443
