phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-6918057,out-call,1126,31.4329153018,34.3846338139
050-4903949,out-call,3430,31.3991037752,34.3481995331
050-5062765,in-call,707,31.4376781928,34.3873253226
050-4396743,in-call,78,31.4407366306,34.4191936608
050-8789610,out-call,260,31.471209528,34.4273093094
050-6053764,out-call,793,31.432418761,34.3859132868
050-3334506,out-call,63,31.4827897458,34.4421824179
050-7373372,out-call,2167,31.3880267371,34.3480614661
050-2000242,out-call,526,31.4449310116,34.4107775652
050-5682506,in-call,2673,31.4518802193,34.4193164251
050-1462189,in-call,42,31.4481774362,34.4139315542
050-5250091,out-call,68,31.4501990918,34.4129010945
