phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-8625412,in-call,2996,31.4608352914,34.4340042199
050-9252639,in-call,618,31.4527470083,34.42014907
050-4341547,in-call,813,31.4108864473,34.360916362
050-5259936,in-call,3297,31.4427474201,34.3848382275
050-9498778,out-call,94,31.4464031417,34.3759286262
050-2507436,in-call,776,31.4054521383,34.367755519
050-5439721,in-call,49,31.4044827522,34.3789780398
050-7940871,out-call,841,31.4464884035,34.3780822019
050-4453889,out-call,84,31.4254089351,34.3856862926
050-3110717,in-call,2793,31.4104788251,34.3775139865
