phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-6734326,out-call,1908,31.4359081771,34.3899310145
050-9258789,out-call,92,31.383552896,34.3327684958
050-9864251,out-call,84,31.4796846252,34.4399917651
050-5274612,out-call,36,31.4433985212,34.4150353373
050-5130453,in-call,252,31.4385986811,34.4160299483
050-9858878,out-call,247,31.4811718997,34.4525237602
050-4286763,out-call,2316,31.4407366306,34.4191936608
050-5166792,out-call,90,31.4623469369,34.4208203659
050-2775087,in-call,25,31.423483446,34.3655155728
050-2281041,out-call,13,31.4532471366,34.4258433155
