phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-6080524,in-call,2326,31.4718067101,34.4185997054
050-5227484,out-call,1895,31.4351947793,34.3869603935
050-9566510,in-call,92,31.4802404754,34.4556009069
050-6095634,in-call,2902,31.4016608221,34.3680082565
050-2233131,out-call,52,31.4603550316,34.4202337269
050-3234341,out-call,1489,31.452123507,34.4230120312
050-5740657,out-call,83,31.4637818465,34.4203391953
050-3708349,out-call,37,31.4601009473,34.4252745002
050-1432886,in-call,91,31.4678441366,34.4324815295
050-4067505,in-call,13,31.4230204576,34.3664219791
050-3053249,out-call,1020,31.4636740217,34.4233160226
