phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-6062156,out-call,18,31.4094833143,34.3823837368
050-6433793,in-call,91,31.4573012794,34.3982318893
050-7421471,out-call,47,31.4365228188,34.3845756804
050-3597086,out-call,45,31.4511113213,34.4327574836
050-1279899,out-call,2659,31.4743705801,34.4301454824
050-2655641,out-call,938,31.4678441366,34.4324815295
050-8541824,in-call,103,31.4678451936,34.4408648596
050-8019503,in-call,1403,31.4588018273,34.4073392591
050-3965778,out-call,17,31.4448391119,34.4150017478
050-1485201,out-call,1998,31.4580168737,34.4204257003
050-9557507,in-call,55,31.4697052605,34.4191954118
050-9489769,in-call,1155,31.4528375228,34.4118937631
