phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-1066247,out-call,2278,31.4874433996,34.4482799872
050-6084429,out-call,2810,31.4720307742,34.4363294338
050-2237518,in-call,1271,31.4876056266,34.4613907731
050-1128911,out-call,276,31.4882903037,34.4579899733
050-9320802,out-call,96,31.430192949,34.3766129472
050-4335603,out-call,874,31.488467442,34.4577555303
050-9570705,in-call,1780,31.4380380779,34.4057176374
050-6282575,in-call,2421,31.451720234,34.4112509531
050-8290103,out-call,3005,31.4497953815,34.4094928421
050-2326412,out-call,115,31.4110801848,34.3717996317
050-8841275,in-call,90,31.4339897107,34.3787783111
