phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-9300517,in-call,14,31.4484731855,34.4154910214
050-8551342,in-call,900,31.4522819763,34.4123977751
050-1594923,in-call,20,31.4584245594,34.4229920982
050-9176610,in-call,1291,31.4680503002,34.4228187196
050-6431955,out-call,88,31.4340663013,34.4126158938
050-9177637,in-call,13,31.4590311507,34.4237851109
050-5820552,in-call,103,31.4757905443,34.4258416547
050-3158812,in-call,2947,31.4551919765,34.4205058124
050-1555859,out-call,1376,31.4598596748,34.4343575641
050-8866722,in-call,29,31.4630186659,34.4264463756
050-7433627,out-call,2803,31.4844061684,34.4583070165
050-7508711,in-call,28,31.4220985229,34.3624456702
050-7780085,in-call,2878,31.4791322325,34.4290299874
050-1303744,out-call,73,31.4718091617,34.4274740163
