phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-8232401,in-call,2467,31.4551110924,34.4164117969
050-9674894,out-call,868,31.4771072642,34.4246029397
050-9583554,out-call,62,31.4560494575,34.3964324711
050-6464838,out-call,60,31.4111278722,34.3663601465
050-1640502,out-call,1115,31.4074602479,34.3786606795
050-8197649,in-call,3295,31.4016608221,34.3680082565
050-2342278,out-call,2586,31.4641338309,34.4231113598
050-4066108,out-call,1207,31.392533422,34.3492050698
050-6964482,out-call,1468,31.4197599617,34.3697861143
050-4577004,in-call,3414,31.4087784641,34.3744304181
050-9494149,in-call,2345,31.4107007291,34.366487695
050-4023316,out-call,26,31.4511686152,34.4118038389
050-9039192,out-call,3432,31.4643038336,34.4183445336
