phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-6074761,in-call,56,31.4512593449,34.4219123984
050-6064479,out-call,2443,31.3853599724,34.3470179209
050-7863236,in-call,20,31.4938547282,34.459487429
050-1629225,out-call,2335,31.4840374346,34.4434320577
050-9728955,out-call,91,31.4574819666,34.4197959267
050-2919742,in-call,90,31.4388070225,34.3875024982
050-5169883,in-call,448,31.4506177452,34.4106726933
050-6653727,out-call,153,31.4493323551,34.410081641
050-2484714,in-call,3170,31.4534622091,34.4172794175
050-1958746,in-call,1646,31.4648264652,34.4408487626
050-5085641,in-call,97,31.471352816,34.4219191035
050-3717870,in-call,54,31.4606587994,34.4105023689
050-4150771,in-call,2465,31.4635114691,34.4209630368
050-4997179,out-call,111,31.47391743,34.4358760403
