phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-7641006,in-call,68,31.4088598301,34.3752045361
050-1209038,in-call,1400,31.4740223126,34.44216505
050-3030372,out-call,96,31.4160932522,34.3717272746
050-4268978,in-call,1507,31.3700678243,34.3286565723
050-5507810,out-call,1041,31.476676415,34.4276678596
050-3112897,in-call,3143,31.4414360708,34.4169856785
050-7076616,in-call,106,31.4122062517,34.3700045598
050-4328774,in-call,417,31.4537681603,34.4471489365
050-2121271,in-call,119,31.4718091617,34.4274740163
050-5095022,in-call,2517,31.4640894315,34.4194114439
050-2817564,out-call,3471,31.3730199085,34.3300007372
050-1831143,out-call,2467,31.4132613849,34.3723943567
050-7696659,out-call,99,31.4751052489,34.435411717
050-1121852,out-call,83,31.4135772117,34.3706706096
050-5874293,out-call,69,31.4545708516,34.4215597608
050-8734994,out-call,26,31.4401450294,34.3924710523
