phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-3224190,out-call,928,31.4135772117,34.3706706096
050-3629195,in-call,1874,31.3978994916,34.3648837034
050-2552864,out-call,80,31.3931873335,34.3627037428
050-3314529,out-call,733,31.4630057841,34.4204173661
050-7501315,in-call,70,31.4837751093,34.4470801326
050-5416652,in-call,95,31.4774417134,34.4353094538
050-9971552,out-call,42,31.4459310663,34.3792627058
050-3747120,out-call,1654,31.4128307465,34.3654134916
050-7567082,out-call,101,31.4306538542,34.3938371133
050-9095944,in-call,104,31.404394757,34.3674562261
050-3087049,in-call,41,31.4308478241,34.3771896346
