phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-5631070,in-call,114,31.4660577298,34.4079282584
050-7322719,in-call,73,31.4710488275,34.4216892239
050-2543603,in-call,87,31.4589576352,34.4296106335
050-1918596,out-call,96,31.5123446819,34.4765196085
050-5082568,in-call,101,31.4176657352,34.3669380423
050-5233861,out-call,2910,31.4421495254,34.4195636994
050-7945362,out-call,1652,31.457013725,34.4309795339
050-6902167,out-call,1232,31.4458108469,34.3896470333
050-9200443,in-call,2211,31.4558430817,34.4153959378
050-1419678,in-call,2548,31.5123446819,34.4765196085
050-4276475,in-call,30,31.444364901,34.3892461898
050-9770404,out-call,50,31.4524403812,34.4117869733
050-5529713,in-call,2762,31.4031942071,34.3664641887
050-1634496,in-call,3159,31.4426818005,34.4135096222
