phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-3835436,in-call,42,31.4744229576,34.4298713634
050-2909020,out-call,109,31.462762264,34.4206597931
050-1121982,out-call,993,31.4601634808,34.4091746294
050-4516267,out-call,907,31.4496173848,34.4233449654
050-7621054,out-call,2743,31.4696505018,34.4205059647
050-7270356,out-call,2451,31.4309401063,34.4162048452
050-3953410,out-call,61,31.4438334837,34.4129665947
050-2927308,out-call,27,31.4421375011,34.4100693258
050-3207037,in-call,1662,31.4534649031,34.4166626015
050-4023902,out-call,66,31.4677720596,34.4377856625
050-5662252,in-call,2233,31.4482773785,34.3884988525
050-3472340,in-call,1683,31.4841267136,34.4479983706
050-4928514,in-call,2443,31.4587385515,34.4221772351
050-9729283,out-call,35,31.4597715232,34.4308560636
