phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-5201354,in-call,2744,31.4078616031,34.3605074084
050-8187377,in-call,23,31.4447038679,34.4053292362
050-2686721,in-call,371,31.3896478709,34.3518776287
050-3864118,in-call,33,31.4484030138,34.4206621737
050-4455842,out-call,100,31.4377448662,34.4073241821
050-4741208,in-call,20,31.4239299264,34.3832579748
050-3310974,in-call,153,31.4483752117,34.3860904095
050-2551000,out-call,3417,31.4343668642,34.3790200747
050-5858839,in-call,36,31.4793973371,34.4342053514
050-2189733,out-call,1599,31.4885856577,34.4488158337
050-7585362,in-call,111,31.4476726496,34.377021653
050-9963059,in-call,2448,31.5100233776,34.4680456801
