phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-9990652,out-call,2176,31.4504024551,34.4106787562
050-1960418,in-call,60,31.4691723477,34.4159419289
050-9285325,in-call,62,31.4640685396,34.4219469919
050-2878432,out-call,1060,31.4681101719,34.4243052261
050-1732354,in-call,407,31.4505655875,34.4180090125
050-4700885,out-call,99,31.4468059533,34.3890834469
050-4541637,in-call,2303,31.4188010071,34.3674247723
050-7240644,in-call,62,31.4706067693,34.4451646159
050-2359016,in-call,1383,31.4516022166,34.41984276
050-7632436,out-call,526,31.4495430978,34.4219857158
