phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-7847406,in-call,3332,31.4696268901,34.4455009831
050-4809504,out-call,91,31.4561125114,34.4191593694
050-6248167,in-call,442,31.4546087389,34.4050412356
050-6385671,out-call,84,31.4262657911,34.4148051498
050-6681028,in-call,43,31.458874013,34.4239696131
050-6377282,in-call,73,31.4572330395,34.4023962785
050-3516475,in-call,2485,31.4519564724,34.4077406447
050-4760255,out-call,2601,31.3991037752,34.3481995331
050-9126139,in-call,2419,31.4542738887,34.4247580692
050-7048025,out-call,2736,31.4640566153,34.4191282777
050-8749181,out-call,110,31.3906685064,34.3358486865
050-2435403,in-call,61,31.4610511866,34.418941453
