phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-6888826,out-call,2422,31.407756082,34.3773791294
050-9579585,in-call,29,31.502870731,34.4619702228
050-9518680,in-call,329,31.4511955188,34.4102028522
050-6947945,out-call,13,31.3880267371,34.3480614661
050-2898129,out-call,91,31.4533939085,34.4155028587
050-7198696,in-call,2111,31.446192708,34.4138336524
050-9906148,out-call,20,31.3854272313,34.3344257077
050-9716970,out-call,2445,31.4622267086,34.4218161506
050-1762710,in-call,361,31.451158431,34.4231370409
050-1717927,in-call,1196,31.4134313155,34.3709256452
050-5083267,in-call,66,31.4618859283,34.4204328208
050-1262774,out-call,162,31.4069351588,34.3903470153
