phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-1763251,in-call,1647,31.472457782,34.4470888174
050-3845277,out-call,2200,31.4438334837,34.4129665947
050-4753421,in-call,2494,31.4145242676,34.3919634168
050-8830544,out-call,108,31.4143059262,34.3742208162
050-3612479,in-call,2801,31.442522918,34.4111515383
050-4998105,in-call,61,31.44811418,34.4187849885
050-3235835,in-call,1382,31.42459282,34.3661006437
050-7011789,in-call,747,31.434877635,34.4133135611
050-1928575,in-call,19,31.4566796353,34.4309474487
050-1519860,out-call,2155,31.4751188549,34.42465327
050-5923201,in-call,64,31.458948767,34.4165541801
