phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-7032477,out-call,42,31.4188010071,34.3674247723
050-3589494,in-call,1626,31.4885856577,34.4488158337
050-8019128,out-call,2045,31.4980627765,34.4650250842
050-9569600,out-call,23,31.457420609,34.4181190701
050-6248376,in-call,57,31.4584027127,34.4212914255
050-1723424,out-call,1085,31.4528666419,34.4135373331
050-1008424,in-call,797,31.4640068327,34.4330935217
050-2583123,in-call,3124,31.4051969532,34.3670325635
050-2620016,out-call,3028,31.4207744219,34.4085767476
050-8461517,out-call,2488,31.4603224394,34.4180105715
050-7145662,out-call,104,31.3851320866,34.350302551
050-1964127,out-call,21,31.4456415728,34.4115709592
