phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-6618296,out-call,53,31.500551506,34.4352247423
050-1929830,in-call,1062,31.4821755087,34.4453231272
050-4182837,out-call,2469,31.4787156236,34.4354459906
050-3857071,in-call,16,31.4846164287,34.4344631438
050-8575746,in-call,2933,31.4592545724,34.4298848564
050-2530071,out-call,18,31.4064311039,34.3713270253
050-6743215,out-call,79,31.4399296746,34.3878041132
050-8050292,in-call,3423,31.4657461409,34.4291721565
050-2714718,out-call,34,31.4285367521,34.4117588614
050-1254252,in-call,62,31.4868273792,34.4404575748
050-6157644,out-call,1771,31.4657179928,34.4315448753
050-2707916,out-call,2721,31.4059247989,34.3677141696
050-5888185,in-call,3419,31.4549265775,34.4234124528
