phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-1977625,out-call,2634,31.3863470822,34.3359133892
050-1767731,out-call,67,31.4584658889,34.4230255727
050-8934185,in-call,90,31.4455112556,34.4105124788
050-6424083,in-call,3076,31.467123119,34.431897416
050-2528522,out-call,79,31.4593182243,34.4253019274
050-8375795,out-call,24,31.4480841067,34.3827218455
050-5485923,in-call,65,31.4665322472,34.4245103487
050-8857414,out-call,47,31.4130511589,34.3701767223
050-1625137,out-call,18,31.4526051462,34.4144973507
050-6719283,in-call,157,31.4534177795,34.4108543663
