phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-5678897,in-call,46,31.403789421,34.348178598
050-2327655,out-call,116,31.4127450189,34.3767059793
050-5021390,out-call,597,31.4518329252,34.4210483043
050-2976165,in-call,2641,31.4565590108,34.4214185675
050-8810767,out-call,337,31.4451216556,34.3902476214
050-6235709,out-call,95,31.472637675,34.4369140431
050-1330212,out-call,270,31.4443278142,34.411670786
050-4093039,in-call,3088,31.4220985229,34.3624456702
050-9989913,out-call,2973,31.4043174718,34.3666925994
050-8757367,out-call,2373,31.4148309985,34.371571824
