phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-6585531,in-call,100,31.4726261904,34.4280875368
050-5386257,out-call,1635,31.4687893882,34.4029168083
050-9049225,in-call,59,31.406936325,34.380292758
050-2559619,in-call,2528,31.4128307465,34.3654134916
050-6335147,in-call,1927,31.4534134607,34.4235652424
050-7827614,out-call,2080,31.4548975859,34.4154410591
050-1121529,in-call,74,31.4568623929,34.4170906803
050-1738022,in-call,94,31.4166515881,34.3990724059
050-3740310,out-call,34,31.4328632078,34.386370289
050-4509727,out-call,3222,31.4685024504,34.4203116071
050-5106306,in-call,75,31.4546113487,34.4237984312
050-1593672,in-call,175,31.4076043737,34.3787623288
050-3402041,in-call,166,31.4607602544,34.4081270285
050-7772474,out-call,56,31.4381916104,34.3853631677
050-4332839,in-call,79,31.4340153418,34.4148745414
