phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-7087728,in-call,45,31.4470298881,34.4237580242
050-1850814,in-call,65,31.4436978347,34.3908686931
050-6152330,out-call,3251,31.4605213558,34.4156564009
050-4936772,out-call,442,31.3922637198,34.3490983934
050-5026572,out-call,69,31.4470979387,34.4161358017
050-6938484,in-call,32,31.4691723477,34.4159419289
050-5823407,out-call,84,31.4101049056,34.3880589632
050-8168952,out-call,115,31.4131796395,34.365296506
050-8246021,out-call,173,31.4014483949,34.3717084411
050-8733568,in-call,2303,31.4173677607,34.3635157979
050-4381813,out-call,87,31.451158431,34.4231370409
050-8389254,in-call,91,31.4666521261,34.4127205101
050-5990154,out-call,3050,31.4188933366,34.3712739888
050-6398236,in-call,50,31.3892280586,34.3440058983
050-9893262,in-call,87,31.406936325,34.380292758
