phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-8410337,in-call,843,31.4552700275,34.4106815771
050-6766609,out-call,2931,31.4713024324,34.4173538536
050-8832402,out-call,1549,31.4543574327,34.4147205594
050-3896284,out-call,37,31.451729874,34.3862899183
050-3556684,out-call,49,31.4608583819,34.4287748949
050-8215447,out-call,2087,31.4495657031,34.4098815214
050-4596559,out-call,369,31.4233254422,34.3651910649
050-4513048,out-call,3277,31.4014483949,34.3717084411
050-9515354,out-call,33,31.4699368238,34.431572429
050-8156871,in-call,2362,31.4019426089,34.3689232728
050-9946218,out-call,114,31.4595216132,34.3981675314
050-1584765,in-call,3491,31.4648264652,34.4408487626
050-8482512,out-call,821,31.4709817087,34.423723736
050-6380229,in-call,2677,31.4924500301,34.4775428782
