phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-9046708,out-call,1380,31.4162792059,34.3705713561
050-7637772,out-call,3242,31.4465110162,34.4100221695
050-2048333,out-call,36,31.4668963951,34.4152715231
050-4213036,out-call,37,31.4684817028,34.4379984063
050-2731891,in-call,1301,31.4510856116,34.4097016143
050-6236980,out-call,2455,31.4471225486,34.4108984317
050-8892422,out-call,28,31.4605957338,34.4184219052
050-7759913,in-call,995,31.4743491469,34.4335537204
050-8312567,out-call,3019,31.4707229094,34.4367059547
050-2028982,out-call,109,31.4663017736,34.4289719006
050-9804282,out-call,838,31.4719559328,34.4394402322
