phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-5988127,out-call,2657,31.4587999872,34.4146625002
050-4974955,out-call,47,31.4543059126,34.4177259171
050-1991957,out-call,3115,31.4555997511,34.418342668
050-9716186,in-call,111,31.4603776297,34.4202854527
050-1886003,in-call,110,31.463202079,34.433910408
050-4069837,out-call,790,31.4598543311,34.4174671322
050-7945428,out-call,99,31.4606581135,34.4294726209
050-1230672,out-call,12,31.438354837,34.3847979181
050-9669972,in-call,1186,31.4928730377,34.4573351504
050-9811895,in-call,1811,31.4792434285,34.4441274395
050-5388595,in-call,334,31.4628727303,34.4193899643
050-5497728,in-call,41,31.4737886188,34.4275028564
050-9167437,out-call,1896,31.4073077676,34.389272375
050-4758050,in-call,2501,31.4791322325,34.4290299874
050-9662785,in-call,117,31.5002027971,34.4590424933
