phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-5866961,in-call,28,31.4116353814,34.3595843495
050-7374165,out-call,53,31.4130929632,34.361207925
050-6613775,out-call,373,31.4387621601,34.4070905894
050-9382471,in-call,84,31.4262657911,34.4148051498
050-8398436,in-call,2870,31.4785600102,34.4446776662
050-4659607,out-call,94,31.4308513545,34.3974308179
050-7823074,out-call,2488,31.4335987567,34.405985196
050-1567527,out-call,559,31.4271218442,34.3972717097
050-7639195,in-call,912,31.4380653516,34.4070798802
050-9626535,out-call,3367,31.4614928195,34.4262939537
050-6805218,out-call,41,31.4514775244,34.4124337127
