phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-5205110,out-call,109,31.4091445594,34.3719734072
050-3414251,out-call,197,31.4648948084,34.4228465515
050-9399060,in-call,254,31.4419392949,34.4178041627
050-4020565,in-call,67,31.4882996,34.4450850922
050-9930973,in-call,63,31.4534622091,34.4172794175
050-9785356,out-call,118,31.4618859283,34.4204328208
050-6064219,out-call,1274,31.3784655742,34.3287503092
050-5397177,in-call,455,31.3819018853,34.3516975237
050-2251411,in-call,2860,31.4187917318,34.3704241863
050-1157920,in-call,2619,31.4134607272,34.374601652
050-2015579,out-call,79,31.4233254422,34.3651910649
050-3069457,in-call,2496,31.4363349414,34.3902005627
