phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-3027130,in-call,123,31.4263702723,34.3842148512
050-6104408,out-call,746,31.4346927415,34.4064534277
050-8622672,out-call,85,31.4287605367,34.3974950396
050-6642787,out-call,42,31.4541613266,34.4097906396
050-3445047,in-call,72,31.4579559461,34.4172412846
050-4188017,in-call,1227,31.4413528321,34.424101096
050-1012822,out-call,3016,31.4461290456,34.3768078325
050-3879523,out-call,116,31.451018948,34.4092977545
050-2753405,out-call,117,31.432945222,34.3855731757
050-9582175,out-call,94,31.4547287904,34.42480535
050-4920532,out-call,1031,31.4262575478,34.3835131486
050-3308702,in-call,2416,31.3978884451,34.3646703475
