phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-9375937,out-call,43,31.481496339,34.4391709599
050-8861925,in-call,985,31.3899295316,34.3465831744
050-1377221,in-call,78,31.4525428316,34.4170058167
050-7880886,in-call,2913,31.4566692962,34.4123115889
050-6454119,in-call,111,31.4600903271,34.4170345021
050-1987769,in-call,3142,31.3994078598,34.3710226343
050-2423034,in-call,86,31.4207744219,34.4085767476
050-9684470,out-call,58,31.4609250726,34.4183841655
050-5079588,out-call,49,31.4868273792,34.4404575748
050-6847788,in-call,93,31.4493963003,34.4160769281
050-9764515,out-call,111,31.4148309985,34.371571824
050-3936393,out-call,104,31.4561125114,34.4191593694
050-5104125,in-call,515,31.4920069421,34.4613606418
050-9885548,out-call,2609,31.4608022113,34.4211737172
