phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-7991694,in-call,35,31.3957464018,34.364162807
050-4279495,in-call,1536,31.4273386839,34.3961496987
050-8223240,out-call,2128,31.4503876078,34.4134649018
050-2058626,in-call,1874,31.4405337582,34.4110821512
050-7518335,in-call,172,31.4147630489,34.3642773356
050-5453627,in-call,43,31.4547671868,34.4310260456
050-5079305,out-call,112,31.4349730763,34.4000537446
050-2500588,out-call,50,31.4476071334,34.4199758785
050-2471944,out-call,17,31.449539313,34.4167891524
050-3786476,in-call,21,31.4561125114,34.4191593694
050-8326354,in-call,565,31.4483097131,34.4223316496
