phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-4645220,out-call,15,31.3979088451,34.3657669187
050-8322313,out-call,69,31.3745792278,34.3215620429
050-7411375,out-call,22,31.3963533475,34.3480888015
050-4899294,in-call,2232,31.4458108469,34.3896470333
050-5045012,in-call,3036,31.4448120169,34.4128287802
050-6362718,out-call,106,31.4315002444,34.4010988589
050-6032595,out-call,34,31.4680504328,34.4174742757
050-2390215,out-call,32,31.4449639121,34.4152602251
050-6634876,out-call,3511,31.4443595891,34.3758511735
050-6000877,in-call,2283,31.4524403812,34.4117869733
050-9748998,out-call,2729,31.4559481268,34.4080373082
050-7095912,in-call,2714,31.4388893389,34.4242956047
