phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-5830950,out-call,1838,31.4592430126,34.396281423
050-5911956,in-call,49,31.4696657302,34.4366511399
050-8844033,out-call,59,31.417615512,34.3728814151
050-3711228,in-call,82,31.4709817087,34.423723736
050-3790115,out-call,50,31.4863637071,34.4450456483
050-3712798,out-call,2036,31.4816384473,34.4444183123
050-1832969,out-call,40,31.4876386254,34.4527809227
050-3515942,in-call,116,31.4542250533,34.4230287337
050-5005429,out-call,2240,31.4505476042,34.4210982999
050-4031208,out-call,1642,31.3849986303,34.335396071
050-8562047,in-call,94,31.4552357893,34.4086902562
050-4108126,in-call,111,31.4592957266,34.4201480978
050-1010809,out-call,98,31.4045182529,34.3726870795
050-9301099,out-call,89,31.4696505018,34.4205059647
050-9101369,in-call,97,31.4706067693,34.4451646159
