phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-7578565,in-call,115,31.4772391261,34.4305635567
050-9744670,out-call,31,31.4104788251,34.3775139865
050-8083765,out-call,1032,31.4259602525,34.393213822
050-5127934,out-call,750,31.4454714542,34.3763129946
050-8275012,out-call,32,31.4152673416,34.3738140098
050-2240997,in-call,2280,31.4354538584,34.3996801817
050-2601102,in-call,26,31.4226343932,34.3837475082
050-4849959,out-call,2908,31.4314634442,34.3986112397
050-9090440,in-call,1908,31.4377492606,34.4058833977
050-8021764,in-call,603,31.4658618419,34.4501234781
