phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-1798886,out-call,1188,31.4608380672,34.4225476157
050-2100501,in-call,955,31.4785766596,34.4390004834
050-1595922,out-call,810,31.4641814641,34.4141034939
050-8292620,in-call,1708,31.4656641249,34.4253946399
050-5462069,out-call,2187,31.4792434285,34.4441274395
050-2893902,in-call,39,31.4833230677,34.4324186827
050-8124102,in-call,40,31.4617028975,34.4298169116
050-9576413,in-call,64,31.3933863219,34.3425110257
050-3224052,in-call,68,31.4678451936,34.4408648596
050-7913727,in-call,1199,31.4620988315,34.4186650782
050-2909445,out-call,85,31.4148757314,34.3658454271
050-8483531,in-call,3177,31.4555047927,34.4168194988
050-8946311,in-call,3085,31.4885856577,34.4488158337
050-1319625,in-call,115,31.472198009,34.4165566705
050-3951242,in-call,841,31.4506779726,34.4149070029
