phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-6489866,out-call,75,31.4359607551,34.4068947558
050-1429244,out-call,103,31.4362699422,34.4044721017
050-9779501,in-call,103,31.4280549298,34.3963321479
050-1931001,out-call,88,31.3920961256,34.3435620885
050-8867361,in-call,2125,31.4305796971,34.4017085459
050-5478433,out-call,108,31.4639019912,34.4276644218
050-4505499,out-call,335,31.4855711611,34.4511883717
050-6553305,out-call,112,31.4451834526,34.4040367598
050-5939535,in-call,84,31.4739649894,34.4271403515
050-8360806,out-call,97,31.3684317545,34.3335856596
050-6686657,out-call,448,31.4571681967,34.4131139939
050-4596157,in-call,2948,31.4863637071,34.4450456483
050-2509975,in-call,630,31.4176636461,34.3654709939
050-4049043,in-call,3075,31.4466262302,34.3762959366
050-3058213,in-call,870,31.4570345719,34.395008786
