phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-7196898,in-call,54,31.4570345719,34.395008786
050-9229965,out-call,98,31.4395386713,34.4114137344
050-9102313,in-call,24,31.458853362,34.4249640479
050-6621184,out-call,10,31.4718654658,34.4341594752
050-7482771,in-call,18,31.4640894315,34.4194114439
050-9339366,out-call,1407,31.404524697,34.3661350194
050-3107192,out-call,1857,31.4556707998,34.4135781232
050-1987403,in-call,1270,31.4259073925,34.3618577604
050-3287335,out-call,114,31.408966348,34.3714203459
050-8171330,out-call,3170,31.4551919765,34.4205058124
