phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-7569370,out-call,104,31.4815702093,34.4320918544
050-6341080,in-call,50,31.462410228,34.431840007
050-8744144,out-call,2472,31.4495657937,34.416463989
050-6159943,in-call,57,31.495713682,34.4590305082
050-6594152,in-call,18,31.4724408209,34.4008700552
050-7809310,in-call,1889,31.4669462916,34.4229747372
050-6037710,out-call,110,31.4588839221,34.4066537365
050-1084477,in-call,3537,31.4630186659,34.4264463756
050-8165593,out-call,3409,31.4678455448,34.4383812811
050-9954467,in-call,2808,31.3962176285,34.3502936843
050-3902452,in-call,3326,31.4554203174,34.4418559422
050-1888383,out-call,736,31.4503876078,34.4134649018
050-5895802,in-call,101,31.419487532,34.3603406838
