phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-5722163,out-call,225,31.4161725659,34.3653236423
050-6769837,out-call,51,31.4736061795,34.4273601016
050-6420439,out-call,2540,31.4493685079,34.4126496315
050-2523014,in-call,30,31.4783116396,34.4608454204
050-3176438,in-call,1862,31.4341137336,34.4131235355
050-3554765,in-call,100,31.4646858707,34.4288233107
050-5434429,out-call,31,31.4678451936,34.4408648596
050-2986030,out-call,13,31.4110866374,34.3738252117
050-6120829,out-call,817,31.4680566906,34.4417004658
050-5993783,out-call,123,31.423483446,34.3655155728
050-1615791,out-call,3395,31.4574567805,34.4052852874
050-5603949,out-call,85,31.3844216514,34.3437587926
050-6795411,out-call,2021,31.411937242,34.3774345901
