phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-4827425,out-call,1453,31.4461361388,34.4033450633
050-6576247,out-call,1655,31.4064791212,34.3769994513
050-1654863,in-call,3373,31.4491799025,34.4191545064
050-5530779,out-call,51,31.4341664352,34.3999482754
050-1340168,out-call,77,31.4481918469,34.4024030861
050-1263410,in-call,69,31.4520363095,34.4222165342
050-6124490,in-call,2334,31.4767130625,34.4354140029
050-2403888,out-call,25,31.4031814066,34.372616813
050-6576255,in-call,105,31.4369078124,34.3882136937
050-1119248,out-call,86,31.4831661281,34.4440064754
050-7490989,in-call,824,31.4549275034,34.3853803945
050-4699909,out-call,655,31.4713666658,34.4375037295
