phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-6921205,out-call,1710,31.4099783451,34.3706460865
050-5875288,in-call,2460,31.4505476042,34.4210982999
050-8019000,out-call,1756,31.46849095,34.4299624465
050-1758163,in-call,79,31.4676830717,34.4319482098
050-9009370,out-call,90,31.412505047,34.3667440769
050-6649733,in-call,75,31.4446299783,34.4206850031
050-7577772,out-call,117,31.4084798647,34.3755120469
050-3090942,in-call,2163,31.4175232974,34.3663535362
050-8309892,out-call,998,31.4811718997,34.4525237602
050-6320241,out-call,62,31.4686654616,34.4349283319
