phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-8103655,out-call,106,31.473106825,34.4315745589
050-7388336,in-call,2792,31.4187195646,34.370896626
050-1123356,in-call,2902,31.4558430817,34.4153959378
050-4587348,out-call,3575,31.4687893882,34.4029168083
050-7222532,out-call,87,31.463202079,34.433910408
050-9928676,in-call,1970,31.4568951623,34.4224222032
050-3598335,in-call,2869,31.4405337582,34.4110821512
050-9201760,in-call,28,31.4598701916,34.4256010501
050-7773587,out-call,42,31.4341137336,34.4131235355
050-9124970,out-call,42,31.4882996,34.4450850922
050-1822559,in-call,2639,31.4143059262,34.3742208162
050-3133782,in-call,104,31.4509925393,34.3928862457
050-3121754,in-call,2404,31.4365228188,34.3845756804
