phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-8691288,out-call,1068,31.4497953815,34.4094928421
050-7026059,in-call,1359,31.4592312397,34.4214330822
050-1542353,in-call,115,31.4591168909,34.4377022671
050-1176614,out-call,3464,31.4726261904,34.4280875368
050-2655227,in-call,85,31.4693233254,34.4411255052
050-5982487,in-call,95,31.4642439894,34.4438144158
050-1471895,in-call,84,31.4649574658,34.4037276782
050-7452776,out-call,2885,31.4395386713,34.4114137344
050-2768779,in-call,2316,31.4365493475,34.41282278
050-9947583,in-call,92,31.4720391744,34.437622742
