phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-5511675,in-call,117,31.4085792027,34.3679488113
050-1914670,out-call,1802,31.4506177452,34.4106726933
050-9685514,out-call,93,31.4580278603,34.4161475389
050-4616273,out-call,48,31.4383802653,34.4259241417
050-5949345,out-call,83,31.4435888368,34.4177532306
050-5069326,out-call,1580,31.4845379839,34.4509081738
050-5693556,out-call,2668,31.4089307964,34.3860013325
050-8521951,in-call,25,31.4649490171,34.4184875181
050-2950399,out-call,43,31.4895969451,34.4407751865
050-3645013,out-call,202,31.4428631278,34.4122127122
050-5434907,in-call,1261,31.4574079093,34.4080405318
