phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-4589742,out-call,1736,31.4581827514,34.4224292784
050-4344729,out-call,87,31.4740235596,34.4327565465
050-7141899,in-call,3164,31.4771002081,34.4511613203
050-5480959,in-call,72,31.476213625,34.4367323594
050-2410373,out-call,41,31.4574819666,34.4197959267
050-5031607,in-call,90,31.5001684666,34.461704377
050-2610448,out-call,2862,31.4551051172,34.422406659
050-6717751,out-call,17,31.4665534761,34.4374424455
050-4005646,out-call,491,31.4644184281,34.4519590786
050-9629155,in-call,82,31.4910247756,34.4638925643
050-7176945,in-call,69,31.4091445594,34.3719734072
050-4927587,out-call,2103,31.4552357893,34.4086902562
