phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-3241357,out-call,1387,31.4693842949,34.4263893178
050-1292018,out-call,106,31.4235726562,34.4092370484
050-8304178,out-call,707,31.4441991935,34.4116107836
050-2597135,in-call,1402,31.4700593092,34.4148489787
050-6121905,out-call,12,31.4637357082,34.429501461
050-8405227,in-call,13,31.481496339,34.4391709599
050-4971749,out-call,697,31.4592431,34.4133596087
050-6737665,in-call,111,31.4031942071,34.3664641887
050-2682026,out-call,87,31.4723488014,34.4368062169
050-6093089,out-call,66,31.4642372814,34.4322704607
050-5549259,in-call,89,31.4580168737,34.4204257003
050-5012301,in-call,83,31.4807435226,34.4451840038
