phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-6822082,in-call,10,31.4461536446,34.4213858179
050-9137489,in-call,68,31.4501990918,34.4129010945
050-2673898,out-call,56,31.4587385515,34.4221772351
050-4227927,in-call,63,31.4083083751,34.3744860364
050-4033382,out-call,86,31.4512593449,34.4219123984
050-8032128,out-call,105,31.4755260091,34.4422657864
050-3051127,out-call,1319,31.4681560791,34.4391229607
050-3389684,in-call,20,31.4665561704,34.4099140993
050-4983004,out-call,72,31.4552359202,34.4218806229
050-6208995,out-call,2707,31.4101049056,34.3880589632
